"","Gross.Charges.Itemcode","Gross.Charges.Description","Gross.Charges.CDM.Revenue.Code","Gross.Charges.HMC.DEFAULT","Gross.Charges.HMC.DEFAULT.Discount.Cash.Price","Gross.Charges.HB.UW.MEDICINE.SHARED.PURCHASED.LAB.SERVICES","Gross.Charges.HB.UW.MEDICINE.SHARED.PURCHASED.LAB.SERVICES.Discount.Cash.Price","Gross.Charges.HMC.DEFAULT..MOD.50.","Gross.Charges.HMC.DEFAULT..MOD.50..Discount.Cash.Price","Gross.Charges.HMC.HB.PROFEES...HMC.HB.SPECIAL.PROGRAMS","Gross.Charges.HMC.HB.PROFEES...HMC.HB.SPECIAL.PROGRAMS.Discount.Cash.Price","Gross.Charges.HMC.HB.PROFEES...HMC.HB.SPECIAL.PROGRAMS..W.MOD.","Gross.Charges.HMC.HB.PROFEES...HMC.HB.SPECIAL.PROGRAMS..W.MOD..Discount.Cash.Price","Gross.Charges.CDM.Hcpcs","Gross.Charges.CDM.Modifier","Gross.Charges.Note"
"9571","04907945","HC OPN BRACHIAL ARTERY EXPOS DLVR EVASC PROSTH UNI","361","444","310.8","N/A","N/A","888","621.6","N/A","N/A","N/A","N/A","34834",NA,NA
"9572","04907946","HC ERCP W/SUBMUCOSAL INJECTION","750","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","47999",NA,NA
"9573","04907947","HC EXC TUMOR SOFT TISS FACE&SCALP SUBFASCIAL <2CM","361","5,542","3879.4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","21013",NA,NA
"9574","04907948","HC CLTX HIP DISLOCATION TRAUMATIC REQ ANESTHESIA","361","5,009","3506.3","N/A","N/A","10,017","7011.9","N/A","N/A","N/A","N/A","27252",NA,NA
"9575","04907949","HC REMOVAL FOREIGN BODY PHARYNX","361","1,165","815.5","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","42809",NA,NA
"9576","04907950","HC TEAEC W/WO PATCH GRAFT ILIOFEMORAL","361","1,429","1000.3","N/A","N/A","2,857","1999.9","N/A","N/A","N/A","N/A","35355",NA,NA
"9577","04907951","HC FORESKN MAN W/LSS PREPUTIAL ADS&STRETCHING","361","1,209","846.3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","54450",NA,NA
"9578","04907952","HC HYDRO DISSECTION OF NERVE","361","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","64999",NA,NA
"9579","04907954","HC APP LOW COST SKN SUB TAL<100SCM /<1ST 25 SCM","361","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","C5271",NA,NA
"9580","04907955","HC APP LOW COST SKN SUB TAL <100SCM EA ADL 25SCM","361","656","459.2","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","C5272",NA,NA
"9581","04907956","HC APP LOW COST SKN SUB TAL A>100SCM 1ST 100SCM","361","4,714","3299.8","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","C5273",NA,NA
"9582","04907957","HC APP LOW COST SKN SUB TAL A>100SCM ADL 100SCM","361","3,390","2373","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","C5274",NA,NA
"9583","04907958","HC APP LOW COST SKN SUB FSEM<100SCM /<1ST 25 SCM","361","2,416","1691.2","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","C5275",NA,NA
"9584","04907959","HC APP LOW COST SKN SUB FSEM<100SCM EA ADL 25SCM","361","1,343","940.1","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","C5276",NA,NA
"9585","04907960","HC APP LOW COST SKN SUB FSEM>100SCM 1ST 100SCM","361","2,458","1720.6","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","C5277",NA,NA
"9586","04907961","HC APP LOW COST SKN SUB FSEM>100SCM ADL 100SCM","361","3,346","2342.2","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","C5278",NA,NA
"9587","04907962","HC REMOVAL TISSUE EXPANDER W/O INSERTION IMPLANT","361","12,341","8638.7","N/A","N/A","24,682","17277.4","N/A","N/A","N/A","N/A","11971",NA,NA
"9588","04907963","HC LIGJ DIVJ&STRIP LNG SAPH SAPHFEM JNCT KNE/BELW","361","12,944","9060.8","N/A","N/A","25,889","18122.3","N/A","N/A","N/A","N/A","37722",NA,NA
"9589","04907964","HC ARTHRT EXPL DRG/RMVL LOOSE/FB IPHAL JT EA","361","8,376","5863.2","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","26080",NA,NA
"9590","04907965","HC COLPORRHAPHY SUTURE INJURY VAGINA","361","13,149","9204.3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","57200",NA,NA
"9591","04907966","HC DCMPRN FASCT LEG ANT&/LAT&PST CMPRT","361","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","27602",NA,NA
"9592","04907967","HC TRANSCATHETER OCCLUSION OF CARDIAC SHUNT","480","25,345","17741.5","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","37799",NA,NA
"9593","04907968","HC LVAD OUTFLOW TRACT STENT PLACEMENT WITH ANGIOGRAPHY AND/OR IVUS WHEN PERFORMED","480","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","33999",NA,NA
"9594","05100002","HC F-L &I VITALS ONLY MD","510","108","75.6","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"9595","05100003","HC F-L& I LEVEL 1 MD","510","496","347.2","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"9596","05100004","HC F-L & I LEVEL 2 MD","510","517","361.9","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"9597","05100005","HC F-L & I LEVEL 3 MD","510","529","370.3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"9598","05100008","HC ROUTINE ASSESSMT","510","552","386.4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"9599","05100009","HC COMPLEX ASSESSMT","510","763","534.1","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"9600","05100010","HC CERT INDUSTL HYGENIST/HR","510","153","107.1","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"9601","05100011","HC OEMP FAULTY INVESTGTN/HR","510","254","177.8","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"9602","05100015","HC PROF SVCS ALLG IMMNTX X W/PRV ALLGIC XTRCS 1 NJX","510","50","35","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","95115",NA,NA
"9603","05100016","HC FOB L1 NEW OUTPT VISIT","510","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","G0463",NA,NA
"9604","05100017","HC FOB L2 NEW OUTPT VISIT","510","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","G0463",NA,NA
"9605","05100018","HC FOB L3 NEW OUTPT VISIT","510","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","G0463",NA,NA
"9606","05100019","HC FOB L4 NEW OUTPT VISIT","510","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","G0463",NA,NA
"9607","05100020","HC FOB L5 NEW OUTPT VISIT","510","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","G0463",NA,NA
"9608","05100021","HC FOB L1 ESTABLISHED OUTPT VISIT","510","190","133","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","G0463",NA,NA
"9609","05100022","HC FOB L2 ESTABLISHED OUTPT VISIT","510","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","G0463",NA,NA
"9610","05100023","HC FOB L4 ESTABLISHED OUTPT VISIT","510","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","G0463",NA,NA
"9611","05100024","HC FOB L5 ESTABLISHED OUTPT VISIT","510","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","G0463",NA,NA
"9612","05100025","HC FOB L3 ESTABLISHED OUTPT VISIT","510","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","G0463",NA,NA
"9613","05100026","HC COMPUTERIZED CORNEAL TOPOGRAPHY UNI/BI","920","189","132.3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","92025",NA,NA
"9614","05100027","HC SENSIMOTR XM W/MLT MEAS OC DEVIJ W/I&R SPX","920","178","124.6","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","92060",NA,NA
"9615","05100028","HC ORTHOPTIC&/PLEOPTIC TRAINJ","940","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","92065",NA,NA
"9616","05100029","HC VIS FLD XM UNI/BI I&R LMTD XM","920","82","57.4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","92081",NA,NA
"9617","05100030","HC VIS FLD XM UNI/BI I&R INTRM XM","920","123","86.1","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","92082",NA,NA
"9618","05100031","HC VIS FLD XM UNI/BI I&R EXTND XM","920","219","153.3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","92083",NA,NA
"9619","05100033","HC OPH BMTRY PRTL COHER INTRFRMTRY IO LENS PWR CAL","920","322","225.4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","92136",NA,NA
"9620","05100035","HC OPSCPY EXTND RTA DRAWING I&R 1ST","920","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","92225",NA,NA
"9621","05100036","HC OPSCPY EXTND RTA DRAWING I&R SBSQ","920","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","92226",NA,NA
"9622","05100037","HC FLUORESCEIN ANGIOSCOPY I&R","920","288","201.6","N/A","N/A","577","403.9","N/A","N/A","N/A","N/A","92230",NA,NA
"9623","05100038","HC FLUORESCEIN ANGRPH W/MULTIFRAME I&R UNI/BI","920","618","432.6","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","92235",NA,NA
"9624","05100039","HC INDOCYANINE-GREEN ANGRPH W/MULTIFRAME I&R UNI/BI","920","913","639.1","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","92240",NA,NA
"9625","05100040","HC FUNDUS PHTGRPHY I&R","920","226","158.2","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","92250",NA,NA
"9626","05100041","HC OPHTHALMODYNAMOMETRY","920","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","92260",NA,NA
"9627","05100042","HC ELECTRO-OCULOGRAPY I&R","920","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","92270",NA,NA
"9628","05100043","HC ELECTRORETINOGRAPY I&R","920","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","92275",NA,NA
"9629","05100044","HC COLOR VIS XM EXTND ANOMALOSCOPE/EQUIV","920","101","70.7","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","92283",NA,NA
"9630","05100045","HC DARK ADAPTATION XM I&R","920","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","92284",NA,NA
"9631","05100046","HC XTRNL OC PHTGRPHY I&R PROGRESS","920","161","112.7","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","92285",NA,NA
"9632","05100047","HC ANT SGM IMAGING W/MICROSCOPY ENDOTHELIAL ANALY","920","458","320.6","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","92286",NA,NA
"9633","05100048","HC RX&FITG C-LENS SUPVJ CRNL LENS OU XCPT APHK","920","57","39.9","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","92310",NA,NA
"9634","05100049","HC RX&FITG C-LENS SUPVJ CRNL LENS APHK 1O","920","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","92311",NA,NA
"9635","05100050","HC RX&FITG C-LENS SUPVJ CRNL LENS APHK OU","920","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","92312",NA,NA
"9636","05100051","HC MODIFICAJ C-LENS SPX SUPVJ ADAPTATION","920","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","92325",NA,NA
"9637","05100052","HC UNLIS OPH SVC","920","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","92499",NA,NA
"9638","05100053","HC NDL OCULOEMG 1+ EO MUSC 1/OU I&R","920","256","179.2","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","92265",NA,NA
"9639","05100054","HC PROF SVCS ALLG IMMNTX X W/PRV ALLGIC XTRCS NJXS","510","42","29.4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","95117",NA,NA
"9640","05100055","HC SUPVJ OF PREPJ&PRV AGS F/ALLG IMMNTX 1 INSECT","510","46","32.2","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","95145",NA,NA
"9641","05100056","HC SUPVJ OF PREPJ&PRV AGS F/ALLG IMMNTX 2 INSECT","510","114","79.8","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","95146",NA,NA
"9642","05100057","HC SUPVJ PREPJ&PRV AGS F/ALLG IMMNTX 3 INSECT","510","73","51.1","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","95147",NA,NA
"9643","05100058","HC SUPVJ PREPJ&PRV AGS F/ALLG IMMNTX 4 INSECT","510","65","45.5","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","95148",NA,NA
"9644","05100059","HC SUPVJ PREPJ&PRV AGS F/ALLG IMMNTX 5 INSECT","510","78","54.6","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","95149",NA,NA
"9645","05100060","HC MEDICAL GENETICS COUNSELING EA 30 MIN","510","220","154","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","96040",NA,NA
"9646","05100061","HC WHOLE BODY INTEGUMENTARY PHOTOGRAPHY","510","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","96904",NA,NA
"9647","05100062","HC COMP ASMT OF & CARE PLNG PT RQR CC MGMT SRVC","510","105","73.5","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","G0506",NA,NA
"9648","05100434","HC OPH MEDICAL XM&EVAL INTRM NEW PT","510","206","144.2","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","92002",NA,NA
"9649","05100435","HC OPH MEDICAL XM&EVAL COMPRE NEW PT 1+ VST","510","436","305.2","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","92004",NA,NA
"9650","05100436","HC OPH MEDICAL XM&EVAL INTRM EST PT","510","132","92.4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","92012",NA,NA
"9651","05100437","HC OPH MEDICAL XM&EVAL COMPRE EST PT 1+ VST","510","247","172.9","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","92014",NA,NA
"9652","05100438","HC DETER REFRACTIVE STATE","920","50","35","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","92015",NA,NA
"9653","05100439","HC GONIOSCOPY SPX","920","105","73.5","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","92020",NA,NA
"9654","05100441","HC SRL TNMTRY SPX MLT MEAS IO PRESS","920","190","133","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","92100",NA,NA
"9655","05100443","HC ANT SGM IMAGING W/FLUOROSCEIN ANGIO & I&R","920","844","590.8","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","92287",NA,NA
"9656","05100444","HC RPLCMT C-LENS","920","900","630","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","92326",NA,NA
"9657","05100450","HC SUPVJ PREPJ&PRV AGS F/ALLG IMMNTX 1/MLT AGS","510","41","28.7","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","95165",NA,NA
"9658","05100471","HC TEAM CONFERENCE FACE-TO-FACE NONPHYSICIAN","510","115","80.5","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","99366",NA,NA
"9659","05100472","HC TEAM CONFERENCE NON-FACE-TO-FACE PHYSICIAN","510","50","35","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","99367",NA,NA
"9660","05100473","HC TEAM CONFERENCE NON-FACE-TO-FACE NONPHYSICIAN","510","118","82.6","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","99368",NA,NA
"9661","05100474","HC 1ST COMPRE PREV MED E/M NEW PT INFT <1 YR","510","177","123.9","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","99381",NA,NA
"9662","05100475","HC 1ST COMPRE PREV MED E/M NEW PT 1-4","510","189","132.3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","99382",NA,NA
"9663","05100476","HC 1ST COMPRE PREV MED E/M NEW PT 5-11","510","198","138.6","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","99383",NA,NA
"9664","05100477","HC 1ST COMPRE PREV MED E/M NEW PT 12-17","510","235","164.5","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","99384",NA,NA
"9665","05100478","HC 1ST COMPRE PREV MED E/M NEW PT 18-39","510","225","157.5","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","99385",NA,NA
"9666","05100479","HC 1ST COMPRE PREV MED E/M NEW PT 40-64","510","262","183.4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","99386",NA,NA
"9667","05100480","HC 1ST COMPRE PREV MED E/M NEW PT 65&>","510","293","205.1","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","99387",NA,NA
"9668","05100481","HC PDIC COMPRE PREV MED REE/M EST PT INFT <1 YR","510","107","74.9","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","99391",NA,NA
"9669","05100482","HC PDIC COMPRE PREV MED REE/M EST PT 1-4","510","117","81.9","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","99392",NA,NA
"9670","05100483","HC PDIC COMPRE PREV MED REE/M EST PT 5-11","510","126","88.2","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","99393",NA,NA
"9671","05100484","HC PDIC COMPRE PREV MED REE/M EST PT 12-17","510","141","98.7","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","99394",NA,NA
"9672","05100485","HC PDIC COMPRE PREV MED REE/M EST PT 18-39","510","146","102.2","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","99395",NA,NA
"9673","05100486","HC PDIC COMPRE PREV MED REE/M EST PT 40-64","510","159","111.3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","99396",NA,NA
"9674","05100487","HC PDIC COMPRE PREV MED REE/M EST PT 65&>","510","167","116.9","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","99397",NA,NA
"9675","05100488","HC PREV MED CNSL INDIV SPX 15 MIN","510","59","41.3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","99401",NA,NA
"9676","05100489","HC PREV MED CNSL INDIV SPX 30 MIN","510","124","86.8","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","99402",NA,NA
"9677","05100490","HC PREV MED CNSL INDIV SPX 45 MIN","510","183","128.1","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","99403",NA,NA
"9678","05100491","HC PREV MED CNSL INDIV SPX 60 MIN","510","245","171.5","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","99404",NA,NA
"9679","05100494","HC PREV MED CNSL GRP SPX 30 MIN","510","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","99411",NA,NA
"9680","05100495","HC PREV MED CNSL GRP SPX 60 MIN","510","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","99412",NA,NA
"9681","05100496","HC BASIC LIFE AND/OR DBLT XM","510","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","99450",NA,NA
"9682","05100497","HC WORK RELATED/MED DBLT XM OTH/THN TREATING PHYS","510","150","105","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","99456",NA,NA
"9683","05100501","HC ALCOHOL &/SUB MISUSE ST ASMT & BRF INT 15-30 MIN","510","110","77","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","G0396",NA,NA
"9684","05100502","HC ALCOHOL &/SUBST MISUSE ST ASMT & INTERV >30 MIN","510","211","147.7","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","G0397",NA,NA
"9685","05100504","HC MEDICAL RECORDS COPYING FEE PER PAGE","510","1","0.7","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","S9982",NA,NA
"9686","05100505","HC SCR CONSIDER IND PARTICIP SPEC PROG PROJ/TX PER","510","253","177.1","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","T1023",NA,NA
"9687","05100506","HC CASE MANAGEMENT; PER MONTH","510","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","T2022",NA,NA
"9688","05100507","HC DONOR EXAM-RT PT LEVEL 5","510","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","G0463",NA,NA
"9689","05100508","HC DONOR INFORMATION SESSIO","510","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","G0463",NA,NA
"9690","05100509","HC DONOR EXAMINATION","510","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","G0463",NA,NA
"9691","05100510","HC INIT PREV PE LTD NEW BENEF DUR 1ST 12 MOS MCR","510","239","167.3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","G0402",NA,NA
"9692","05100513","HC CMPTR OPHTHALMIC DX IMG ANT SEGMT W/I&R UNI/BI","920","193","135.1","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","92132",NA,NA
"9693","05100514","HC COMPUTERIZED OPHTHALMIC IMAGING OPTIC NERVE","920","175","122.5","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","92133",NA,NA
"9694","05100515","HC COMPUTERIZED OPHTHALMIC IMAGING RETINA","920","175","122.5","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","92134",NA,NA
"9695","05100516","HC ANNUAL WELLNESS VISIT; PERSONALIZ PPS INIT VISIT","510","322","225.4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","G0438",NA,NA
"9696","05100517","HC ANNUAL WELLNESS VST; PERSONALIZED PPS SUBSQT VST","510","240","168","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","G0439",NA,NA
"9697","05100519","HC TRANSITIONAL CARE MANAGE SERVICE 14 DAY DISCHRGE","510","228","159.6","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","99495",NA,NA
"9698","05100520","HC TRANSITIONAL CARE MANAGE SERVICE 7 DAY DISCHARGE","510","299","209.3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","99496",NA,NA
"9699","05100521","HC FAMILY TRAINING AND COUNSELING FOR CHILD DEVELOPMENT, PER 15MINS.","942","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","T1027",NA,NA
"9700","05100522","HC PRE-PARTICIPATION EVALUATION (PPE) STADIUM","510","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","99499",NA,NA
"9701","05100523","HC UNLIS E/M SVC","510","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","99499",NA,NA
"9702","05100524","HC HOSPITAL OUTPATIENT CLINIC VISIT","510","190","133","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","G0463",NA,NA
"9703","05100525","HC ADVANCE CARE PLANNING EA ADDL 30 MINS","510","142","99.4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","99498",NA,NA
"9704","05100526","HC ADVANCE CARE PLANNING FIRST 30 MINS","510","277","193.9","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","99497",NA,NA
"9705","05100527","HC EVALUATION PERIODIC ORAL EX","510","99","69.3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","D0120",NA,NA
"9706","05100528","HC ORAL/DENTAL HEALTH EDUCATION","510","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","D9999",NA,NA
"9707","05100529","COMPLEX CHRONIC CARE MANAGEMENT SVC 1ST 60 MIN","510","171","119.7","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","99487",NA,NA
"9708","05100530","HC COMPLEX CHRONIC CARE MGMT SERVICE EA ADDL 30 MIN","510","85","59.5","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","99489",NA,NA
"9709","05100531","HC CHRONIC CARE MANAGEMENT SERVICES 1ST 20 MIN","510","153","107.1","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","99490",NA,NA
"9710","05100532","HC HOSPITAL OUTPATIENT CLINIC VISIT HIM","510","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","G0463",NA,NA
"9711","05100533","HC CARE MGMT SERVICES BEHAVIORAL HLTH COND 20 MINS","510","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","99484",NA,NA
"9712","05100534","HC 1ST PSYCHIATRIC COLLAB CARE MGMT 1ST 70 MINS","510","122","85.4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","99492",NA,NA
"9713","05100535","HC SBSQ PSYCHIATRIC COLLAB CARE MGMT 1ST 60 MINS","510","127","88.9","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","99493",NA,NA
"9714","05100536","HC 1ST/SBSQ PSYCH COLLAB CARE MGMT EA ADDL 30 MINS","510","123","86.1","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","99494",NA,NA
"9715","05100537","HC CCM SRVC EA ADD 20 MIN CLIN STF TM DIR HCP CA MO","510","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","G2058",NA,NA
"9716","05100538","HC PATIENT/CAREGIVER TRAINING FOR INITIATION OF HOME INTERNATIONAL NORMALIZED RATIO (INR) MONITORING","510","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","93792",NA,NA
"9717","05100539","HC HOME AND OUTPATIENT INTERNATIONAL NORMALIZED RATIO (INR) MONITORING SERVICES","510","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","93793",NA,NA
"9718","05100540","HC DEMONSTRATION, PRIOR TO INITIATION OF HOME INR MONITORING","510","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","G0248",NA,NA
"9719","05100541","HC PHYSICIAN REVIEW, INTERPRETATION, AND PATIENT MANAGEMENT OF HOME INR TESTING","510","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","G0250",NA,NA
"9720","05100545","HC ALCOHOL &/SUBST MISUSE ST ASMT & BRF INT 5-14 M","510","161","112.7","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","G2011",NA,NA
"9721","05100546","HC FACE TO FACE EDU SRVC OF CKD; GRP PER SESS 1 HR","510","78","54.6","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","G0421",NA,NA
